Id,Burg,Province,Province Full Name,State,State Full Name,Culture,Religion,Group,Population,X,Y,Latitude,Longitude,Elevation (m),Temperature,Temperature likeness,Capital,Port,Citadel,Walls,Plaza,Temple,Shanty Town,Emblem,Preview link
678,Sparta,Peipatros,Peipatros County,Peina,Principality of Peina,Elladan,Tamanian Heresy,town,746,1025.15,568.76,17.91,20.24,25,20°C,Alexandria (Egypt),,,,walls,,,,{t1:argent;division:{division:perCross;t:sable;line:wavy};charges:[{charge:cancer;t:gules;p:e;size:1.5}];shield:boeotian},https://watabou.github.io/city-generator/?name=Sparta&population=746&size=12&seed=2563131000678&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=1&shantytown=0&style=natural
679,Grieille,Hvamsund,Hvamsund Area,Puines,Puinian Theocracy,Luari,Old Luari Beliefs,town,1626,120.87,216.2,34.76,-23.02,16,9°C,Copenhagen (Denmark),,,,,,,,{t1:azure;charges:[{charge:pillar;t:argent;p:abcpqh;size:0.5}];shield:french},https://watabou.github.io/city-generator/?name=Grieille&population=1626&size=16&seed=2563131000679&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural
680,Ormont,Orquileresia,Orquileresia Parish,Puines,Puinian Theocracy,Luari,Luari Doctrine,town,9765,206.63,324.99,29.56,-18.91,49,13°C,Milan (Italy),,,,walls,,,,{t1:chainy-purpure-or;ordinaries:[{ordinary:pale;t:argent;line:straight}];charges:[{charge:crossFitchy;t:gules;p:e;size:0.7}];shield:french},https://watabou.github.io/city-generator/?name=Ormont&population=9765&size=31&seed=2563131000680&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=1&shantytown=0&style=natural
681,Zaris,Helcosia,Helcosia County,Peina,Principality of Peina,Elladan,Tamanian Heresy,village,4806,1068.18,571.6,17.77,22.3,1444,11°C,Antwerp (Belgium),,,,,,,,{t1:argent;ordinaries:[{ordinary:pale;t:vert;line:dentilly}];charges:[{charge:maces;t:azure;p:y;t2:azure;size:0.5}];shield:boeotian},https://watabou.github.io/village-generator/?pop=4806&name=Zaris&seed=2563131000681&width=1600&height=780&style=default&tags=dead+end%2Cno+square%2Cdense
682,Yuzunsepe,Yramka,Yramka Dependency,Stansburia,Stansburian Empire,Turchian,Bramburghism,city,21332,816.11,390.88,26.41,10.24,25,15°C,Rome (Italy),,port,citadel,,plaza,,,{t1:gules;ordinaries:[{ordinary:gore;t:argent}];charges:[{charge:lymphad;t:argent;p:e;t2:or;t3:argent;size:1.5}];shield:round},https://watabou.github.io/city-generator/?name=Yuzunsepe&population=21332&size=41&seed=2563131000682&river=0&coast=1&farms=1&citadel=1&urban_castle=1&hub=0&plaza=1&greens=1&temple=0&walls=0&shantytown=0&style=natural&sea=1.27
683,Derinbey,Derinbey,Derinbey Clan,Boy,Boyan Khaganate,Turchian,Kocapism,town,13529,483.98,384.75,26.71,-5.65,25,14°C,Washington (D.C.),,,citadel,walls,plaza,,,{t1:or;charges:[{charge:windmill;t:gules;p:e;t2:gules;t3:azure;size:1.5}];shield:round},https://watabou.github.io/city-generator/?name=Derinbey&population=13529&size=35&seed=2563131000683&river=1&coast=0&farms=1&citadel=1&urban_castle=0&hub=0&plaza=1&greens=1&temple=0&walls=1&shantytown=0&style=natural
684,Batillantry,Bacreres,Bacreres Land,Chuelia,Diocese of Chuelia,Luari,Faith of Fateaux,village,943,182.44,470.3,22.62,-20.07,225,16°C,Dubrovnik (Croatia),,,,,,,,{t1:sable;ordinaries:[{ordinary:orle;t:or}];charges:[{charge:ramHeadErased;t:argent;p:ken;t2:argent;t3:argent;size:0.4}];shield:french},https://watabou.github.io/village-generator/?pop=943&name=Batillantry&seed=2563131000684&width=1000&height=488&style=default&tags=dead+end%2Cno+square%2Cdense
685,Conflanssig,Marquilles,Marquilles Parish,Puines,Puinian Theocracy,Luari,Luari Doctrine,town,3718,102.15,404.71,25.75,-23.91,4,15°C,Rome (Italy),,port,,,,,,{t1:argent;charges:[{charge:caravel;t:purpure;p:e;t2:purpure;t3:purpure;size:1.5}];shield:french},https://watabou.github.io/city-generator/?name=Conflanssig&population=3718&size=21&seed=2563131000685&river=1&coast=1&farms=1&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural&sea=1.25
686,Accalebuo,Giupolia,Giupolia Territory,Chuelia,Diocese of Chuelia,Tallian,Faith of Fateaux,town,4943,176.81,510.08,20.71,-20.34,225,17°C,Lisbon (Portugal),,,,,,,,{t1:ermine-argent-sable-small;ordinaries:[{ordinary:fess;t:gules;line:straight}];charges:[{charge:sceptre;t:argent;p:def;size:0.5}];shield:horsehead},https://watabou.github.io/city-generator/?name=Accalebuo&population=4943&size=24&seed=2563131000686&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural
687,Lordonvilles,Aunesardon,Aunesardon Parish,Puines,Puinian Theocracy,Luari,Luari Doctrine,town,2504,156.04,309.26,30.31,-21.33,25,12°C,Paris (France),,,,walls,,,,{t1:or;ordinaries:[{ordinary:pilesInPoint;t:purpure}];shield:french},https://watabou.github.io/city-generator/?name=Lordonvilles&population=2504&size=18&seed=2563131000687&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=1&shantytown=0&style=natural
688,Albrorough,Draxtedia,Draxtedia County,Sagelia,Grand Duchy of Sagelia,Angshire,Bramburghism,town,1349,1022.13,311.44,30.21,20.1,625,8°C,Prague (Czechia),,,,,,,,{t1:fusily-argent-vert;ordinaries:[{ordinary:fessDoubleCotissed;t:purpure;line:straight}];shield:wedged},https://watabou.github.io/city-generator/?name=Albrorough&population=1349&size=15&seed=2563131000688&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural
689,Hardt,Hardt,Hardt Parish,Puines,Puinian Theocracy,Shwazen,Shwazen Religion,city,14237,279.12,334.76,29.1,-15.45,81,12°C,Paris (France),,port,citadel,walls,plaza,,,{t1:azure;division:{division:perCross;t:chequy-argent-purpure;line:wavy};charges:[{charge:shipWheel;t:or;p:jlmo;size:0.6}];shield:swiss},https://watabou.github.io/city-generator/?name=Hardt&population=14237&size=35&seed=2563131000689&river=0&coast=1&farms=1&citadel=1&urban_castle=0&hub=1&plaza=1&greens=1&temple=0&walls=1&shantytown=0&style=natural
690,Villy,Charvillenest,Charvillenest Clan,Puines,Puinian Theocracy,Luari,Luari Doctrine,village,1280,168.29,355.26,28.12,-20.75,121,13°C,Milan (Italy),,,,,,,,{t1:bendy-gules-argent;division:{division:perCross;t:or;line:straight};ordinaries:[{ordinary:pale;t:purpure;line:straight}];shield:french},https://watabou.github.io/village-generator/?pop=1280&name=Villy&seed=2563131000690&width=1400&height=683&style=default&tags=dead+end%2Cno+square%2Cdense
691,Bisachren,Enheim,Enheim Clan,Malscken,Grand Duchy of Malscken,Shwazen,Shwazen Religion,town,616,371.32,409.06,25.54,-11.04,49,15°C,Rome (Italy),,,,,,,,{t1:sable;ordinaries:[{ordinary:fess;t:argent;line:indented}];charges:[{charge:grapeBunch;t:azure;p:e;t2:azure;t3:argent;size:0.7}];shield:swiss},https://watabou.github.io/city-generator/?name=Bisachren&population=616&size=11&seed=2563131000691&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural
692,Serythre,Ampliosia,Ampliosia County,Peina,Principality of Peina,Elladan,Tamanian Heresy,village,596,988.1,605.91,16.13,18.47,9,21°C,Tegucigalpa (Honduras),,,,,,,,{t1:sable;division:{division:perPale;t:or;line:engrailed};charges:[{charge:roundel;t:argent;p:p;size:0.7};{charge:heron;t:gules;p:q;size:0.7}];shield:boeotian},https://watabou.github.io/village-generator/?pop=596&name=Serythre&seed=2563131000692&width=1000&height=488&style=default&tags=isolated%2Cfarmland%2Cno+square%2Cdense
693,Beyrukbere,Bozesbyurt,Bozesbyurt Area,Yerinte,Imamah of Yerinte,Turchian,Kocapism,town,595,411.87,478.39,22.23,-9.1,625,13°C,Milan (Italy),,,,,,,,{t1:or;charges:[{charge:hand;t:gules;p:e;size:1.5}];shield:round},https://watabou.github.io/city-generator/?name=Beyrukbere&population=595&size=11&seed=2563131000693&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural
694,Semilla,Alvis,Alvis Dependency,Sazkyurt,Beylik of Sazkyurt,Astellian,Kocapism,town,5594,513.04,709.82,11.16,-4.26,25,22°C,Guangzhou (China),,,,,,,,{t1:barry-gules-argent;ordinaries:[{ordinary:point;t:or}];charges:[{charge:rustre;t:or;p:bdf;size:0.5}];shield:spanish},https://watabou.github.io/city-generator/?name=Semilla&population=5594&size=25&seed=2563131000694&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural
695,Ayarovara,Kesenbyurt,Kesenbyurt Barony,Boy,Boyan Khaganate,Turchian,Kocapism,town,5759,670.92,419.22,25.06,3.3,256,14°C,Washington (D.C.),,,,walls,,,,{t1:sable;charges:[{charge:lionHeadCaboshed;t:or;p:jlh;t2:or;size:0.7}];shield:round},https://watabou.github.io/city-generator/?name=Ayarovara&population=5759&size=25&seed=2563131000695&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=1&shantytown=0&style=natural
696,Aykut,Aykut,Aykut County,Boy,Boyan Khaganate,Turchian,Kocapism,city,986,649.8,204.37,35.33,2.29,9,9°C,Copenhagen (Denmark),,port,citadel,walls,plaza,,,{t1:gules;charges:[{charge:caravel;t:argent;p:abcpqh;t2:argent;t3:argent;size:0.5}];shield:round},https://watabou.github.io/city-generator/?name=Aykut&population=986&size=13&seed=2563131000696&river=0&coast=1&farms=1&citadel=1&urban_castle=1&hub=0&plaza=1&greens=1&temple=0&walls=1&shantytown=0&style=natural&sea=0.2
697,Kingmole,Berton,Berton County,Stansburia,Stansburian Empire,Angshire,Kocapism,village,8898,796.6,305.4,30.5,9.31,324,10°C,London (England),,,,,,,,{t1:purpure;charges:[{charge:castle2;t:or;p:e;t2:argent;t3:or;size:1.5}];shield:wedged},https://watabou.github.io/village-generator/?pop=8898&name=Kingmole&seed=2563131000697&width=1600&height=780&style=default&tags=dead+end%2Cno+square%2Cdense
698,Yeoneham,Dury,Dury Earldom,Sagelia,Grand Duchy of Sagelia,Angshire,Bramburghism,town,968,1046.46,293.4,31.07,21.26,36,12°C,Paris (France),,,,,,,,{t1:or;charges:[{charge:key;t:azure;p:e;size:1.5}];shield:wedged},https://watabou.github.io/city-generator/?name=Yeoneham&population=968&size=13&seed=2563131000698&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural
699,Kumkaroke,Kumkaroke,Kumkaroke Region,Boy,Boyan Khaganate,Turchian,Kocapism,town,6741,721.06,295.6,30.97,5.7,169,11°C,Antwerp (Belgium),,,,walls,,,,{t1:or;division:{division:perBend;t:gules;line:straight};charges:[{charge:lionHeadCaboshed;t:azure;p:l;t2:azure;size:0.7};{charge:pegasus;t:argent;p:m;size:0.7}];shield:round},https://watabou.github.io/city-generator/?name=Kumkaroke&population=6741&size=27&seed=2563131000699&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=1&shantytown=0&style=natural
700,Hornceshead,Altbuse,Altbuse Parish,Orporpor,Orporpor Theocracy,Angshire,Bramburghism,village,4468,999.4,376.9,27.08,19.01,256,12°C,Paris (France),,port,,walls,,,,{t1:purpure;charges:[{charge:lionPassant;t:argent;p:bdefh;t2:argent;t3:or;size:0.4}];shield:wedged},https://watabou.github.io/village-generator/?pop=4468&name=Hornceshead&seed=2563131000700&width=1600&height=780&style=default&tags=coast%2Cdead+end%2Cfarmland%2Cno+square%2Cpalisade%2Cdense
701,Viliano,Kaltaylyurt,Kaltaylyurt Area,Sazkyurt,Beylik of Sazkyurt,Tallian,Kocapism,town,1192,260.08,556.11,18.51,-16.36,676,16°C,Dubrovnik (Croatia),,port,,,,,,{t1:or;division:{division:perCross;t:gules;line:straight};charges:[{charge:lanceHead;t:azure;p:jo;divided:counter;size:0.7}];shield:horsehead},https://watabou.github.io/city-generator/?name=Viliano&population=1192&size=14&seed=2563131000701&river=0&coast=1&farms=1&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural
702,Yakayruluo,Epelenteli,Epelenteli Parish,Yerinte,Imamah of Yerinte,Turchian,Yerinish Creed,town,616,502.12,592.7,16.76,-4.78,25,21°C,Tegucigalpa (Honduras),,,,walls,,,,{t1:argent;division:{division:perPale;t:gules;line:straight};charges:[{charge:crescent;t:purpure;p:jo;divided:field;size:0.7};{charge:roundel2;t:or;p:e;divided:division;size:1.5}];shield:round},https://watabou.github.io/city-generator/?name=Yakayruluo&population=616&size=11&seed=2563131000702&river=0&coast=0&farms=0&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=1&shantytown=0&style=natural
703,Ormsford,Altbuse,Altbuse Parish,Orporpor,Orporpor Theocracy,Angshire,Bramburghism,town,6401,1005.93,392.96,26.31,19.32,144,14°C,Washington (D.C.),,,citadel,,,,,{t1:or;division:{division:perCross;t:vert;line:straight};charges:[{charge:dove;t:argent;p:j;t2:argent;size:0.6};{charge:banner;t:argent;p:l;size:0.6};{charge:crossHummetty;t:or;p:m;size:0.6};{charge:boat2;t:purpure;p:o;size:0.6}];shield:wedged},https://watabou.github.io/city-generator/?name=Ormsford&population=6401&size=26&seed=2563131000703&river=0&coast=0&farms=1&citadel=1&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural
704,Kozyoltay,Kozyoltay,Kozyoltay Seneschalty,Boy,Boyan Khaganate,Turchian,Kocapism,city,956,415.65,319.69,29.82,-8.92,441,10°C,London (England),,,,walls,,temple,,{t1:or;ordinaries:[{ordinary:bendSinister;t:azure;line:invecked}];charges:[{charge:lionHeadCaboshed;t:or;p:lem;t2:or;size:0.5}];shield:round},https://watabou.github.io/city-generator/?name=Kozyoltay&population=956&size=13&seed=2563131000704&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=1&walls=1&shantytown=0&style=natural
705,Cambovio,Avonveram,Avonveram Parish,Aberleith,Thearchy of Aberleith,Keltan,Treaberlese Pantheon,town,3909,765.66,447.97,23.68,7.83,4,16°C,Dubrovnik (Croatia),,,,,,,,{t1:sable;charges:[{charge:scissors2;t:or;p:beh;size:0.5}];shield:oval},https://watabou.github.io/city-generator/?name=Cambovio&population=3909&size=22&seed=2563131000705&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural
706,Yeli,Yeli,Yeli Parish,Yerinte,Imamah of Yerinte,Turchian,Yerinish Creed,town,5245,426.04,564.02,18.13,-8.42,25,20°C,Alexandria (Egypt),,,,walls,,,,{t1:or;charges:[{charge:key;t:azure;p:e;size:1.5}];shield:round},https://watabou.github.io/city-generator/?name=Yeli&population=5245&size=24&seed=2563131000706&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=1&shantytown=0&style=natural
707,Hubla,Chios,Chios Shire,Peina,Principality of Peina,Elladan,Tamanian Heresy,town,5702,1045.55,594.02,16.7,21.22,64,21°C,Tegucigalpa (Honduras),,,,,,,,{t1:argent;charges:[{charge:crossTemplar;t:vert;p:e;size:1.5}];shield:boeotian},https://watabou.github.io/city-generator/?name=Hubla&population=5702&size=25&seed=2563131000707&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural
708,Ovakaylibi,Yramka,Yramka Dependency,Stansburia,Stansburian Empire,Turchian,Kocapism,town,5302,802.28,356.76,28.04,9.58,9,14°C,Washington (D.C.),,,,,,,,{t1:gules;division:{division:perPale;t:or;line:straight};ordinaries:[{ordinary:flaunches;t:argent}];charges:[{charge:pincers;t:argent;p:kn;size:0.7}];shield:round},https://watabou.github.io/city-generator/?name=Ovakaylibi&population=5302&size=24&seed=2563131000708&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural
709,Aberarann,Chortilia,Chortilia Parish,Aberleith,Thearchy of Aberleith,Keltan,Treaberlese Pantheon,town,626,724.07,452.78,23.45,5.84,16,16°C,Dubrovnik (Croatia),,,,,,,,{t1:purpure;ordinaries:[{ordinary:gemelle;t:or;line:straight}];charges:[{charge:mullet4;t:or;p:abc;size:0.5}];shield:oval},https://watabou.github.io/city-generator/?name=Aberarann&population=626&size=11&seed=2563131000709&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural
710,Torvila,Raritavori,Raritavori Parish,Turanmaa,Turanmaan Theocracy,Soumi,Kocapism,town,1834,439.4,167.48,37.09,-7.78,4,8°C,Prague (Czechia),,,,walls,,,,{t1:argent;charges:[{charge:lanceWithBanner;t:azure;p:jlh;t2:azure;t3:sable;size:0.7}];shield:pavise},https://watabou.github.io/city-generator/?name=Torvila&population=1834&size=16&seed=2563131000710&river=1&coast=0&farms=1&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=1&shantytown=0&style=natural
711,Yelgaka,New Secilbenzon,New Secilbenzon Colony,Alprakeli,Alprakelian Horde,Turchian,Kocapism,village,2879,407.32,479.6,22.17,-9.31,484,14°C,Washington (D.C.),,,,,,,,{t1:azure;charges:[{charge:cock;t:or;p:jlh;t2:or;t3:argent;size:0.7}];shield:round},https://watabou.github.io/village-generator/?pop=2879&name=Yelgaka&seed=2563131000711&width=1600&height=780&style=default&tags=highway%2Cno+square%2Cdense
712,Milton,Bokehamia,Bokehamia Barony,Sagelia,Grand Duchy of Sagelia,Angshire,Bramburghism,town,754,1023.04,348.74,28.43,20.14,121,12°C,Paris (France),,,,,,,,{t1:maily-or-gules-smaller;charges:[{charge:sextifoil;t:sable;p:e;size:1.5}];shield:wedged},https://watabou.github.io/city-generator/?name=Milton&population=754&size=12&seed=2563131000712&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural
713,Fardo,Prolanolia,Prolanolia Earldom,Sazkyurt,Beylik of Sazkyurt,Tallian,Faith of Fateaux,town,7754,230.04,566.86,18,-17.79,16,20°C,Alexandria (Egypt),,port,,,,,,{t1:sable;ordinaries:[{ordinary:terrace;t:argent;line:straight}];charges:[{charge:caravel;t:or;p:e;t2:or;t3:or;size:1.5}];shield:horsehead},https://watabou.github.io/city-generator/?name=Fardo&population=7754&size=28&seed=2563131000713&river=0&coast=1&farms=1&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural&sea=1.29
714,Uxbrid,Kilkham,Kilkham County,Stansburia,Stansburian Empire,Angshire,Bramburghism,town,646,919.52,242.18,33.52,15.19,9,10°C,London (England),,,,walls,,,,{t1:barry-or-azure-small;ordinaries:[{ordinary:orle;t:gules}];charges:[{charge:crossGamma;t:sable;p:e;size:1.1;sinister:1}];shield:wedged},https://watabou.github.io/city-generator/?name=Uxbrid&population=646&size=11&seed=2563131000714&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=1&shantytown=0&style=natural
715,Suciaies,Pegera,Pegera Earldom,Peina,Principality of Peina,Elladan,Tamanian Heresy,town,859,1002.27,559.23,18.36,19.15,256,18°C,Barcelona (Spain),,port,,,,,,{t1:argent;charges:[{charge:lionHeadErased;t:azure;p:e;t2:azure;size:1.5}];shield:boeotian},https://watabou.github.io/city-generator/?name=Suciaies&population=859&size=12&seed=2563131000715&river=0&coast=1&farms=1&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural
716,Fonces,Fonces,Fonces Land,Puines,Puinian Theocracy,Luari,Luari Doctrine,town,3524,266.32,340.58,28.82,-16.06,64,13°C,Milan (Italy),,,citadel,,,,,{t1:honeycombed-or-vert;division:{division:perSaltire;t:azure};shield:french},https://watabou.github.io/city-generator/?name=Fonces&population=3524&size=21&seed=2563131000716&river=0&coast=0&farms=1&citadel=1&urban_castle=1&hub=0&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural
717,Badi,Beia,Beia Shire,Boy,Boyan Khaganate,Turchian,Kocapism,town,961,639.89,495.57,21.41,1.81,100,17°C,Lisbon (Portugal),,,,walls,,,,{t1:argent;division:{division:perCross;t:gules;line:straight};charges:[{charge:owlDisplayed;t:azure;p:jlmo;t2:azure;divided:counter;size:0.6}];shield:round},https://watabou.github.io/city-generator/?name=Badi&population=961&size=13&seed=2563131000717&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=1&shantytown=0&style=natural
718,Trilerzar,Schopenbach,Schopenbach Territory,Malscken,Grand Duchy of Malscken,Shwazen,Shwazen Religion,town,13549,308.84,463.1,22.96,-14.02,100,16°C,Dubrovnik (Croatia),,port,,,,,,{t1:argent;ordinaries:[{ordinary:bend;t:purpure;line:straight}];charges:[{charge:armillarySphere;t:or;p:jo;size:0.7}];shield:swiss},https://watabou.github.io/city-generator/?name=Trilerzar&population=13549&size=35&seed=2563131000718&river=1&coast=1&farms=1&citadel=0&urban_castle=0&hub=1&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural&sea=0.68
